timestamp,used_mib,free_mib,total_mib
2026-05-11T15:21:01,33,7668,8151
2026-05-11T15:21:01,33,7668,8151
2026-05-11T15:21:02,33,7668,8151
2026-05-11T15:21:02,33,7668,8151
2026-05-11T15:21:03,807,6894,8151
2026-05-11T15:21:03,807,6894,8151
2026-05-11T15:21:04,807,6894,8151
2026-05-11T15:21:04,807,6894,8151
2026-05-11T15:21:05,807,6894,8151
2026-05-11T15:21:05,807,6894,8151
2026-05-11T15:21:06,807,6894,8151
2026-05-11T15:21:06,807,6894,8151
2026-05-11T15:21:07,807,6894,8151
2026-05-11T15:21:07,807,6894,8151
2026-05-11T15:21:08,907,6794,8151
2026-05-11T15:21:08,1537,6164,8151
2026-05-11T15:21:09,1933,5768,8151
2026-05-11T15:21:09,1933,5768,8151
2026-05-11T15:21:10,1933,5768,8151
2026-05-11T15:21:10,1933,5768,8151
2026-05-11T15:21:11,1933,5768,8151
2026-05-11T15:21:11,1933,5768,8151
2026-05-11T15:21:12,1933,5768,8151
2026-05-11T15:21:12,1933,5768,8151
2026-05-11T15:21:13,1933,5768,8151
2026-05-11T15:21:13,1933,5768,8151
2026-05-11T15:21:14,1933,5768,8151
2026-05-11T15:21:15,1933,5768,8151
2026-05-11T15:21:15,1933,5768,8151
2026-05-11T15:21:16,1933,5768,8151
2026-05-11T15:21:16,1933,5768,8151
2026-05-11T15:21:17,1933,5768,8151
2026-05-11T15:21:17,1933,5768,8151
2026-05-11T15:21:18,1933,5768,8151
2026-05-11T15:21:18,1933,5768,8151
2026-05-11T15:21:19,1933,5768,8151
2026-05-11T15:21:19,1933,5768,8151
2026-05-11T15:21:20,1933,5768,8151
2026-05-11T15:21:20,1933,5768,8151
2026-05-11T15:21:21,1933,5768,8151
2026-05-11T15:21:21,1933,5768,8151
2026-05-11T15:21:22,1933,5768,8151
2026-05-11T15:21:22,1933,5768,8151
2026-05-11T15:21:23,1933,5768,8151
2026-05-11T15:21:23,1933,5768,8151
2026-05-11T15:21:24,1933,5768,8151
2026-05-11T15:21:24,1933,5768,8151
2026-05-11T15:21:25,1933,5768,8151
2026-05-11T15:21:26,1933,5768,8151
2026-05-11T15:21:26,1933,5768,8151
2026-05-11T15:21:27,1933,5768,8151
2026-05-11T15:21:27,1933,5768,8151
2026-05-11T15:21:28,1933,5768,8151
2026-05-11T15:21:28,1933,5768,8151
2026-05-11T15:21:29,1933,5768,8151
2026-05-11T15:21:29,1933,5768,8151
2026-05-11T15:21:30,1933,5768,8151
2026-05-11T15:21:30,1933,5768,8151
2026-05-11T15:21:31,1933,5768,8151
2026-05-11T15:21:31,1933,5768,8151
2026-05-11T15:21:32,1933,5768,8151
2026-05-11T15:21:32,1933,5768,8151
2026-05-11T15:21:33,1933,5768,8151
2026-05-11T15:21:33,1933,5768,8151
2026-05-11T15:21:34,1933,5768,8151
2026-05-11T15:21:34,1933,5768,8151
2026-05-11T15:21:35,1933,5768,8151
2026-05-11T15:21:35,1933,5768,8151
2026-05-11T15:21:36,1933,5768,8151
2026-05-11T15:21:36,1933,5768,8151
2026-05-11T15:21:37,1933,5768,8151
2026-05-11T15:21:38,1933,5768,8151
2026-05-11T15:21:38,1933,5768,8151
2026-05-11T15:21:39,1933,5768,8151
2026-05-11T15:21:39,1933,5768,8151
2026-05-11T15:21:40,1933,5768,8151
2026-05-11T15:21:40,1933,5768,8151
2026-05-11T15:21:41,1933,5768,8151
2026-05-11T15:21:41,1937,5764,8151
