timestamp,used_mib,free_mib,total_mib
2026-05-12T19:45:41,131,15701,16303
2026-05-12T19:45:41,131,15701,16303
2026-05-12T19:45:42,131,15701,16303
2026-05-12T19:45:42,131,15701,16303
2026-05-12T19:45:43,1971,13861,16303
2026-05-12T19:45:43,3313,12519,16303
2026-05-12T19:45:44,3313,12519,16303
2026-05-12T19:45:44,3313,12519,16303
2026-05-12T19:45:45,3313,12519,16303
2026-05-12T19:45:46,3313,12519,16303
2026-05-12T19:45:46,3313,12519,16303
2026-05-12T19:45:47,3313,12519,16303
2026-05-12T19:45:47,3313,12519,16303
2026-05-12T19:45:48,3313,12519,16303
2026-05-12T19:45:48,3355,12477,16303
2026-05-12T19:45:49,3731,12101,16303
2026-05-12T19:45:49,3731,12101,16303
2026-05-12T19:45:50,3731,12101,16303
2026-05-12T19:45:50,3731,12101,16303
2026-05-12T19:45:51,3731,12101,16303
2026-05-12T19:45:51,3731,12101,16303
2026-05-12T19:45:52,3731,12101,16303
2026-05-12T19:45:52,3731,12101,16303
2026-05-12T19:45:53,3731,12101,16303
2026-05-12T19:45:53,3731,12101,16303
2026-05-12T19:45:54,3731,12101,16303
2026-05-12T19:45:54,3731,12101,16303
2026-05-12T19:45:55,3731,12101,16303
2026-05-12T19:45:56,3731,12101,16303
2026-05-12T19:45:56,3731,12101,16303
2026-05-12T19:45:57,3731,12101,16303
2026-05-12T19:45:57,3733,12099,16303
