timestamp,used_mib,free_mib,total_mib
2026-05-12T19:46:20,131,15701,16303
2026-05-12T19:46:20,131,15701,16303
2026-05-12T19:46:21,131,15701,16303
2026-05-12T19:46:21,131,15701,16303
2026-05-12T19:46:22,1575,14257,16303
2026-05-12T19:46:22,3313,12519,16303
2026-05-12T19:46:23,3313,12519,16303
2026-05-12T19:46:23,3313,12519,16303
2026-05-12T19:46:24,3313,12519,16303
2026-05-12T19:46:24,3313,12519,16303
2026-05-12T19:46:25,3313,12519,16303
2026-05-12T19:46:25,3313,12519,16303
2026-05-12T19:46:26,3313,12519,16303
2026-05-12T19:46:26,3313,12519,16303
2026-05-12T19:46:27,3313,12519,16303
2026-05-12T19:46:27,4671,11161,16303
2026-05-12T19:46:28,4671,11161,16303
2026-05-12T19:46:28,4671,11161,16303
2026-05-12T19:46:29,4671,11161,16303
2026-05-12T19:46:30,4671,11161,16303
2026-05-12T19:46:30,4671,11161,16303
2026-05-12T19:46:31,4671,11161,16303
2026-05-12T19:46:31,4671,11161,16303
2026-05-12T19:46:32,4671,11161,16303
2026-05-12T19:46:32,4671,11161,16303
2026-05-12T19:46:33,4671,11161,16303
2026-05-12T19:46:33,4671,11161,16303
2026-05-12T19:46:34,4671,11161,16303
2026-05-12T19:46:34,4671,11161,16303
2026-05-12T19:46:35,4671,11161,16303
2026-05-12T19:46:35,4671,11161,16303
2026-05-12T19:46:36,4673,11159,16303
