timestamp, index, name, memory.used [MiB], memory.free [MiB], memory.total [MiB], power.draw [W]
2026/05/10 11:51:19.953, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.16
2026/05/10 11:51:20.461, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.17
2026/05/10 11:51:20.961, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.39
2026/05/10 11:51:21.461, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.87
2026/05/10 11:51:21.961, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.88
2026/05/10 11:51:22.461, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.88
2026/05/10 11:51:22.962, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.09
2026/05/10 11:51:23.462, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.09
2026/05/10 11:51:23.962, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.09
2026/05/10 11:51:24.463, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.09
2026/05/10 11:51:24.963, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.11
2026/05/10 11:51:25.463, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.11
2026/05/10 11:51:25.964, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.09
2026/05/10 11:51:26.464, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.09
2026/05/10 11:51:26.964, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.12
2026/05/10 11:51:27.465, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.12
2026/05/10 11:51:27.965, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.30
2026/05/10 11:51:28.465, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.48
2026/05/10 11:51:28.965, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.90
2026/05/10 11:51:29.465, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.90
2026/05/10 11:51:29.966, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.12
2026/05/10 11:51:30.466, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.12
2026/05/10 11:51:30.966, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.03
2026/05/10 11:51:31.466, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.03
2026/05/10 11:51:31.967, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.04
2026/05/10 11:51:32.467, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.04
2026/05/10 11:51:32.967, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.11
2026/05/10 11:51:33.467, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.11
2026/05/10 11:51:33.968, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.14
2026/05/10 11:51:34.468, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.14
2026/05/10 11:51:34.968, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.21
2026/05/10 11:51:35.468, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.44
2026/05/10 11:51:35.969, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.85
2026/05/10 11:51:36.470, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.85
2026/05/10 11:51:36.970, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.14
2026/05/10 11:51:37.471, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.14
2026/05/10 11:51:37.971, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.13
2026/05/10 11:51:38.471, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.13
2026/05/10 11:51:38.972, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.09
2026/05/10 11:51:39.472, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.09
2026/05/10 11:51:39.973, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.10
2026/05/10 11:51:40.473, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.10
2026/05/10 11:51:40.973, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.14
2026/05/10 11:51:41.474, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.14
2026/05/10 11:51:41.974, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.14
2026/05/10 11:51:42.474, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.38
2026/05/10 11:51:42.974, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.90
2026/05/10 11:51:43.475, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.91
2026/05/10 11:51:43.975, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.91
2026/05/10 11:51:44.475, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.12
2026/05/10 11:51:44.976, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.12
2026/05/10 11:51:45.476, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.12
2026/05/10 11:51:45.976, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.12
2026/05/10 11:51:46.477, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.15
2026/05/10 11:51:46.977, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.15
2026/05/10 11:51:47.477, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.14
2026/05/10 11:51:47.977, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.14
2026/05/10 11:51:48.478, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.15
2026/05/10 11:51:48.978, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.15
2026/05/10 11:51:49.478, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.34
2026/05/10 11:51:49.979, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.55
2026/05/10 11:51:50.479, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 8.01
2026/05/10 11:51:50.979, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 8.01
2026/05/10 11:51:51.479, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.22
2026/05/10 11:51:51.980, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.22
2026/05/10 11:51:52.480, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.19
2026/05/10 11:51:52.980, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.19
2026/05/10 11:51:53.481, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.19
2026/05/10 11:51:53.981, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.19
2026/05/10 11:51:54.481, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.21
2026/05/10 11:51:54.981, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.21
2026/05/10 11:51:55.481, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.18
2026/05/10 11:51:55.982, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.18
2026/05/10 11:51:56.482, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.29
2026/05/10 11:51:56.982, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.52
2026/05/10 11:51:57.482, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.98
2026/05/10 11:51:57.983, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.98
2026/05/10 11:51:58.483, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.28
2026/05/10 11:51:58.983, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.28
2026/05/10 11:51:59.483, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.20
2026/05/10 11:51:59.984, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.20
2026/05/10 11:52:00.484, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.20
