timestamp, index, name, memory.used [MiB], memory.free [MiB], memory.total [MiB], power.draw [W]
2026/05/10 12:58:07.146, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 8.57
2026/05/10 12:58:07.654, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 8.76
2026/05/10 12:58:08.154, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 8.99
2026/05/10 12:58:08.654, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 9.52
2026/05/10 12:58:09.154, 0, NVIDIA GeForce RTX 5060, 153, 7548, 8151, 9.52
2026/05/10 12:58:09.655, 0, NVIDIA GeForce RTX 5060, 4475, 3226, 8151, 15.73
2026/05/10 12:58:10.155, 0, NVIDIA GeForce RTX 5060, 5477, 2224, 8151, 21.96
2026/05/10 12:58:10.655, 0, NVIDIA GeForce RTX 5060, 5477, 2224, 8151, 31.65
2026/05/10 12:58:11.156, 0, NVIDIA GeForce RTX 5060, 5477, 2224, 8151, 30.04
2026/05/10 12:58:11.656, 0, NVIDIA GeForce RTX 5060, 5477, 2224, 8151, 30.04
2026/05/10 12:58:12.156, 0, NVIDIA GeForce RTX 5060, 5477, 2224, 8151, 26.85
2026/05/10 12:58:12.656, 0, NVIDIA GeForce RTX 5060, 5477, 2224, 8151, 26.85
2026/05/10 12:58:13.157, 0, NVIDIA GeForce RTX 5060, 5477, 2224, 8151, 22.57
2026/05/10 12:58:13.657, 0, NVIDIA GeForce RTX 5060, 5477, 2224, 8151, 22.57
2026/05/10 12:58:14.157, 0, NVIDIA GeForce RTX 5060, 5477, 2224, 8151, 22.60
2026/05/10 12:58:14.657, 0, NVIDIA GeForce RTX 5060, 5477, 2224, 8151, 22.60
2026/05/10 12:58:15.157, 0, NVIDIA GeForce RTX 5060, 5505, 2196, 8151, 22.90
2026/05/10 12:58:15.658, 0, NVIDIA GeForce RTX 5060, 5845, 1856, 8151, 40.23
2026/05/10 12:58:16.158, 0, NVIDIA GeForce RTX 5060, 6387, 1314, 8151, 105.25
2026/05/10 12:58:16.658, 0, NVIDIA GeForce RTX 5060, 6727, 974, 8151, 128.95
2026/05/10 12:58:17.158, 0, NVIDIA GeForce RTX 5060, 7187, 514, 8151, 129.16
2026/05/10 12:58:17.658, 0, NVIDIA GeForce RTX 5060, 7187, 514, 8151, 130.10
2026/05/10 12:58:18.159, 0, NVIDIA GeForce RTX 5060, 7187, 514, 8151, 129.87
2026/05/10 12:58:18.659, 0, NVIDIA GeForce RTX 5060, 7187, 514, 8151, 130.07
2026/05/10 12:58:19.159, 0, NVIDIA GeForce RTX 5060, 7187, 514, 8151, 130.20
