timestamp, index, name, memory.used [MiB], memory.free [MiB], memory.total [MiB], power.draw [W]
2026/05/10 12:51:13.769, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.26
2026/05/10 12:51:14.277, 0, NVIDIA GeForce RTX 5060, 33, 7668, 8151, 7.26
2026/05/10 12:51:14.777, 0, NVIDIA GeForce RTX 5060, 173, 7528, 8151, 7.26
