model,dataset,layer,tensor_type,group_index,lower_threshold,upper_threshold,width,abs_max,baseline_dataset,absmax_abs_diff_from_baseline,absmax_rel_diff_from_baseline,width_abs_diff_from_baseline,width_rel_diff_from_baseline
OPT-350M,wikitext,10,key,1,-0.11952847960992907,0.1443598321143617,0.2638883117242908,0.1443598321143617,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,10,key,2,0.012416555526408744,0.012419325240114902,2.7697137061580973e-06,0.012419325240114902,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,11,key,0,-3.8267952127659575,3.849997229609929,7.676792442375886,3.849997229609929,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,11,key,1,-0.07298787434895833,0.17141009391622342,0.24439796826518173,0.17141009391622342,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,11,key,2,0.049147260949966756,0.0491485595703125,1.298620345743795e-06,0.0491485595703125,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,12,key,0,-3.539311835106383,3.4845966312056738,7.023908466312056,3.539311835106383,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,12,key,1,-0.09102159865359043,0.14410963126108156,0.235131229914672,0.14410963126108156,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,12,key,2,0.026613384273880762,0.026615223986037235,1.8397121564726893e-06,0.026615223986037235,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,13,key,0,-3.59233710106383,3.6529947916666665,7.245331892730496,3.6529947916666665,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,13,key,1,-0.11477769351174645,0.1330401914339539,0.24781788494570034,0.1330401914339539,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,13,key,2,0.009170665808603273,0.009173039848922837,2.374040319564827e-06,0.009173039848922837,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,14,key,0,-3.22406914893617,3.250817265070922,6.474886414007092,3.250817265070922,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,14,key,1,-0.135723573941711,0.08473930629432624,0.22046288023603725,0.135723573941711,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,14,key,2,-0.025551545704510195,-0.02554905668218085,2.4890223293445868e-06,0.025551545704510195,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,15,key,0,-3.2588929521276597,3.356424534574468,6.615317486702128,3.356424534574468,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,15,key,1,-0.09751037164782801,0.1293992928579344,0.2269096645057624,0.1293992928579344,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,15,key,2,0.015921305257377893,0.015923314060725217,2.008803347323951e-06,0.015923314060725217,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,16,key,0,-3.3433482934397163,3.2406083776595747,6.5839566710992905,3.3433482934397163,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,16,key,1,-0.13503400653812056,0.08752398118905141,0.22255798772717197,0.13503400653812056,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,16,key,2,-0.023777522093860817,-0.02377535772661791,2.164367242908638e-06,0.023777522093860817,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,17,key,0,-3.3995872118794326,3.3250221631205674,6.724609375,3.3995872118794326,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,17,key,1,-0.1340513838098404,0.09226957280585106,0.22632095661569146,0.1340513838098404,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,17,key,2,-0.020838726919593542,-0.020836991198519443,1.7357210740989726e-06,0.020838726919593542,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,18,key,0,-3.4018312278368796,3.3770085328014185,6.778839760638299,3.4018312278368796,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,18,key,1,-0.12164696226728723,0.10648037524933511,0.22812733751662234,0.12164696226728723,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,18,key,2,-0.007467721370940513,-0.0074661158500833715,1.6055208571412807e-06,0.007467721370940513,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,19,key,0,-3.7321171320921986,3.852836879432624,7.584954011524823,3.852836879432624,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,19,key,1,-0.0930318629488032,0.15806763561059398,0.25109949855939717,0.15806763561059398,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,19,key,2,0.03252642881785724,0.03252868449434321,2.2556764859640865e-06,0.03252868449434321,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,20,key,0,-4.7382535460992905,4.780862145390071,9.519115691489361,4.780862145390071,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,20,key,1,-0.18782205784574468,0.15386876315935283,0.3416908210050975,0.18782205784574468,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,20,key,2,-0.017298739007178772,-0.01729659493087877,2.1440763000035723e-06,0.017298739007178772,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,21,key,0,-4.6180463209219855,4.774545656028369,9.392591976950355,4.774545656028369,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,21,key,1,-0.11886704898049645,0.20308950437721632,0.3219565533577128,0.20308950437721632,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,21,key,2,0.04220067017467309,0.042202780432734927,2.1102580618354017e-06,0.042202780432734927,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,22,key,0,-4.812998670212766,4.852338209219858,9.665336879432623,4.852338209219858,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,22,key,1,-0.20421237810283688,0.24308787677304963,0.44730025487588654,0.24308787677304963,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,22,key,2,0.019428063791694372,0.019430782778043273,2.718986348900637e-06,0.019430782778043273,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,23,key,0,-3.598612034574468,3.6378823138297873,7.236494348404255,3.6378823138297873,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,23,key,1,-0.09533388394835993,0.17120924063608156,0.2665431245844415,0.17120924063608156,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,23,key,2,0.03785781319259752,0.037859165922124335,1.3527295268170314e-06,0.037859165922124335,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,0,value,0,-0.047334711602393616,0.04840131177969858,0.0957360233820922,0.04840131177969858,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,0,value,1,-0.0010147466727182374,0.0015566467393374611,0.0025713934120556985,0.0015566467393374611,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,0,value,2,0.00027352782851415325,0.00027355065582491825,2.2827310765000542e-08,0.00027355065582491825,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,1,value,0,-1.354035073138298,1.3337004100177305,2.6877354831560285,1.354035073138298,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,1,value,1,-0.031468384654809396,0.031249458908189275,0.06271784356299867,0.031468384654809396,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,1,value,2,6.072656482669479e-05,6.111167001386061e-05,3.8510518716582554e-07,6.111167001386061e-05,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,2,value,0,-1.4511233931737588,1.46466367464539,2.915787067819149,1.46466367464539,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,2,value,1,-0.038290470204454786,0.03328894216118129,0.07157941236563609,0.038290470204454786,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,2,value,2,-0.0024926476444758422,-0.0024920262343494605,6.21410126381769e-07,0.0024926476444758422,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,3,value,0,-1.5134363918439717,1.4952418550531914,3.008678246897163,1.5134363918439717,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,3,value,1,-0.03671654234541223,0.041255004017065604,0.07797154636247783,0.041255004017065604,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,3,value,2,0.002326770454433793,0.002327292100757572,5.216463237790736e-07,0.002327292100757572,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,4,value,0,-1.5176889406028369,1.5065519725177305,3.0242409131205674,1.5176889406028369,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,4,value,1,-0.039069425975177305,0.04496472947140957,0.08403415544658688,0.04496472947140957,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,4,value,2,0.002877270499019758,0.0028778711954752603,6.006964555021164e-07,0.0028778711954752603,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,5,value,0,-1.523776872783688,1.5453443594858156,3.0691212322695036,1.5453443594858156,wikitext,0.0,0,0.0,0
OPT-350M,wikitext,5,value,1,-0.043815234028701244,0.050021989971187945,0.0938372239998892,0.050021989971187945,wikitext,0.0,0,0.0,0
