timestamp,gpu_name,detected_gpu_name,model,resolved_model,dtype,cache_mode,batch_size,seq_len,chunk_size,status,success,error_type,error_message,elapsed_sec,tokens_processed,throughput_tokens_per_sec,peak_memory_allocated_mib,peak_memory_reserved_mib,peak_vram_used_mib,final_vram_used_mib,final_cache_seq_len,theoretical_dynamic_kv_mib,cache_tensor_total_mib,cache_tensor_cuda_mib,quant_backend,quant_bits,measurement
2026-05-25T11:49:35,rtx5060-8gb,NVIDIA GeForce RTX 5060,/home/ssu/models/opt-125m,/home/ssu/models/opt-125m,fp16,dynamic,1,1024,128,OK,True,,,0.223095,1024,4589.975250,329.373047,376.000000,611.000000,523.000000,1024,36.000000,36.000000,36.000000,,,chunked_cache_growth
2026-05-25T11:49:35,rtx5060-8gb,NVIDIA GeForce RTX 5060,/home/ssu/models/opt-125m,/home/ssu/models/opt-125m,fp16,dynamic,1,2048,128,OK,True,,,0.047861,2048,42790.751806,357.326172,416.000000,571.000000,523.000000,2048,72.000000,72.000000,72.000000,,,chunked_cache_growth
2026-05-25T11:49:36,rtx5060-8gb,NVIDIA GeForce RTX 5060,/home/ssu/models/opt-125m,/home/ssu/models/opt-125m,fp16,dynamic,1,4096,128,OK,True,,,0.129467,4096,31637.510014,432.544922,496.000000,591.000000,523.000000,4096,144.000000,144.000000,144.000000,,,chunked_cache_growth
2026-05-25T11:49:36,rtx5060-8gb,NVIDIA GeForce RTX 5060,/home/ssu/models/opt-125m,/home/ssu/models/opt-125m,fp16,dynamic,2,1024,128,OK,True,,,0.026517,2048,77233.615472,359.139648,412.000000,607.000000,523.000000,1024,72.000000,72.000000,72.000000,,,chunked_cache_growth
2026-05-25T11:49:36,rtx5060-8gb,NVIDIA GeForce RTX 5060,/home/ssu/models/opt-125m,/home/ssu/models/opt-125m,fp16,dynamic,2,2048,128,OK,True,,,0.068577,4096,59728.277456,433.670898,492.000000,607.000000,523.000000,2048,144.000000,144.000000,144.000000,,,chunked_cache_growth
2026-05-25T11:49:36,rtx5060-8gb,NVIDIA GeForce RTX 5060,/home/ssu/models/opt-125m,/home/ssu/models/opt-125m,fp16,dynamic,2,4096,128,OK,True,,,0.185468,8192,44169.325278,584.233398,724.000000,607.000000,523.000000,4096,288.000000,288.000000,288.000000,,,chunked_cache_growth
2026-05-25T11:49:37,rtx5060-8gb,NVIDIA GeForce RTX 5060,/home/ssu/models/opt-125m,/home/ssu/models/opt-125m,fp16,dynamic,4,1024,128,OK,True,,,0.042836,4096,95619.925883,435.922852,518.000000,693.000000,523.000000,1024,144.000000,144.000000,144.000000,,,chunked_cache_growth
2026-05-25T11:49:37,rtx5060-8gb,NVIDIA GeForce RTX 5060,/home/ssu/models/opt-125m,/home/ssu/models/opt-125m,fp16,dynamic,4,2048,128,OK,True,,,0.108911,8192,75217.645964,587.235352,730.000000,673.000000,523.000000,2048,288.000000,288.000000,288.000000,,,chunked_cache_growth
2026-05-25T11:49:37,rtx5060-8gb,NVIDIA GeForce RTX 5060,/home/ssu/models/opt-125m,/home/ssu/models/opt-125m,fp16,dynamic,4,4096,128,OK,True,,,0.318722,16384,51405.317003,888.360352,2718.000000,2953.000000,523.000000,4096,576.000000,576.000000,576.000000,,,chunked_cache_growth
