timestamp,used_mib,free_mib,total_mib
2026-05-12T19:52:53,33,7668,8151
2026-05-12T19:52:53,33,7668,8151
2026-05-12T19:52:54,33,7668,8151
2026-05-12T19:52:54,33,7668,8151
2026-05-12T19:52:55,807,6894,8151
2026-05-12T19:52:55,807,6894,8151
2026-05-12T19:52:56,807,6894,8151
2026-05-12T19:52:56,807,6894,8151
2026-05-12T19:52:57,807,6894,8151
2026-05-12T19:52:58,807,6894,8151
2026-05-12T19:52:58,807,6894,8151
2026-05-12T19:52:59,807,6894,8151
2026-05-12T19:52:59,807,6894,8151
2026-05-12T19:53:00,807,6894,8151
2026-05-12T19:53:00,1357,6344,8151
2026-05-12T19:53:01,1357,6344,8151
2026-05-12T19:53:01,1357,6344,8151
2026-05-12T19:53:02,1357,6344,8151
2026-05-12T19:53:02,1357,6344,8151
2026-05-12T19:53:03,1357,6344,8151
2026-05-12T19:53:03,1357,6344,8151
2026-05-12T19:53:04,1357,6344,8151
2026-05-12T19:53:04,1357,6344,8151
2026-05-12T19:53:05,1357,6344,8151
2026-05-12T19:53:05,1357,6344,8151
2026-05-12T19:53:06,1357,6344,8151
2026-05-12T19:53:06,1357,6344,8151
2026-05-12T19:53:07,1359,6342,8151
