timestamp,used_mib,free_mib,total_mib
2026-05-12T19:56:13,33,7668,8151
2026-05-12T19:56:13,33,7668,8151
2026-05-12T19:56:14,33,7668,8151
2026-05-12T19:56:15,33,7668,8151
2026-05-12T19:56:15,3067,4634,8151
2026-05-12T19:56:16,3067,4634,8151
2026-05-12T19:56:16,3067,4634,8151
2026-05-12T19:56:17,3067,4634,8151
2026-05-12T19:56:17,3067,4634,8151
2026-05-12T19:56:18,3067,4634,8151
2026-05-12T19:56:18,3067,4634,8151
2026-05-12T19:56:19,3067,4634,8151
2026-05-12T19:56:19,3067,4634,8151
2026-05-12T19:56:20,3067,4634,8151
2026-05-12T19:56:20,3067,4634,8151
2026-05-12T19:56:21,3207,4494,8151
2026-05-12T19:56:21,3207,4494,8151
2026-05-12T19:56:22,3207,4494,8151
2026-05-12T19:56:22,3207,4494,8151
2026-05-12T19:56:23,3207,4494,8151
2026-05-12T19:56:23,3207,4494,8151
2026-05-12T19:56:24,3207,4494,8151
2026-05-12T19:56:24,3207,4494,8151
2026-05-12T19:56:25,3207,4494,8151
2026-05-12T19:56:25,3207,4494,8151
2026-05-12T19:56:26,3207,4494,8151
2026-05-12T19:56:26,3207,4494,8151
2026-05-12T19:56:27,3207,4494,8151
2026-05-12T19:56:28,3207,4494,8151
2026-05-12T19:56:28,3207,4494,8151
2026-05-12T19:56:29,3207,4494,8151
2026-05-12T19:56:29,3207,4494,8151
2026-05-12T19:56:30,3207,4494,8151
2026-05-12T19:56:30,3207,4494,8151
2026-05-12T19:56:31,3207,4494,8151
2026-05-12T19:56:31,3207,4494,8151
2026-05-12T19:56:32,3207,4494,8151
2026-05-12T19:56:32,3207,4494,8151
2026-05-12T19:56:33,3207,4494,8151
2026-05-12T19:56:33,3207,4494,8151
2026-05-12T19:56:34,3207,4494,8151
2026-05-12T19:56:34,3207,4494,8151
2026-05-12T19:56:35,3207,4494,8151
2026-05-12T19:56:35,3207,4494,8151
2026-05-12T19:56:36,3207,4494,8151
2026-05-12T19:56:36,3207,4494,8151
2026-05-12T19:56:37,3207,4494,8151
2026-05-12T19:56:37,3207,4494,8151
2026-05-12T19:56:38,3207,4494,8151
2026-05-12T19:56:38,3207,4494,8151
2026-05-12T19:56:39,3207,4494,8151
2026-05-12T19:56:39,3207,4494,8151
2026-05-12T19:56:40,3207,4494,8151
2026-05-12T19:56:40,3207,4494,8151
2026-05-12T19:56:41,3207,4494,8151
2026-05-12T19:56:42,3207,4494,8151
2026-05-12T19:56:42,3207,4494,8151
2026-05-12T19:56:43,3207,4494,8151
2026-05-12T19:56:43,3207,4494,8151
2026-05-12T19:56:44,3207,4494,8151
2026-05-12T19:56:44,3207,4494,8151
2026-05-12T19:56:45,3207,4494,8151
2026-05-12T19:56:45,3207,4494,8151
2026-05-12T19:56:46,3207,4494,8151
2026-05-12T19:56:46,3207,4494,8151
2026-05-12T19:56:47,3207,4494,8151
2026-05-12T19:56:47,3207,4494,8151
2026-05-12T19:56:48,3207,4494,8151
2026-05-12T19:56:48,3207,4494,8151
2026-05-12T19:56:49,3207,4494,8151
2026-05-12T19:56:49,3207,4494,8151
2026-05-12T19:56:50,3207,4494,8151
2026-05-12T19:56:50,3207,4494,8151
2026-05-12T19:56:51,3207,4494,8151
2026-05-12T19:56:51,3207,4494,8151
2026-05-12T19:56:52,3207,4494,8151
2026-05-12T19:56:52,3207,4494,8151
2026-05-12T19:56:53,3207,4494,8151
2026-05-12T19:56:53,3207,4494,8151
2026-05-12T19:56:54,3207,4494,8151
2026-05-12T19:56:54,3207,4494,8151
2026-05-12T19:56:55,3207,4494,8151
2026-05-12T19:56:56,3207,4494,8151
2026-05-12T19:56:56,3207,4494,8151
2026-05-12T19:56:57,3207,4494,8151
2026-05-12T19:56:57,3207,4494,8151
2026-05-12T19:56:58,3207,4494,8151
2026-05-12T19:56:58,3207,4494,8151
2026-05-12T19:56:59,3207,4494,8151
2026-05-12T19:56:59,3207,4494,8151
2026-05-12T19:57:00,3207,4494,8151
2026-05-12T19:57:00,3207,4494,8151
