timestamp,used_mib,free_mib,total_mib
2026-05-12T19:59:24,33,7668,8151
2026-05-12T19:59:24,33,7668,8151
2026-05-12T19:59:25,33,7668,8151
2026-05-12T19:59:25,33,7668,8151
2026-05-12T19:59:26,2785,4916,8151
2026-05-12T19:59:26,3067,4634,8151
2026-05-12T19:59:27,3067,4634,8151
2026-05-12T19:59:27,3067,4634,8151
2026-05-12T19:59:28,3067,4634,8151
2026-05-12T19:59:28,3067,4634,8151
2026-05-12T19:59:29,3067,4634,8151
2026-05-12T19:59:29,3067,4634,8151
2026-05-12T19:59:30,3067,4634,8151
2026-05-12T19:59:30,3067,4634,8151
2026-05-12T19:59:31,3085,4616,8151
2026-05-12T19:59:31,4401,3300,8151
2026-05-12T19:59:32,4401,3300,8151
2026-05-12T19:59:32,4401,3300,8151
2026-05-12T19:59:33,4401,3300,8151
2026-05-12T19:59:33,4401,3300,8151
2026-05-12T19:59:34,4401,3300,8151
2026-05-12T19:59:34,4401,3300,8151
2026-05-12T19:59:35,4401,3300,8151
2026-05-12T19:59:35,4401,3300,8151
2026-05-12T19:59:36,4401,3300,8151
2026-05-12T19:59:36,4401,3300,8151
2026-05-12T19:59:37,4401,3300,8151
2026-05-12T19:59:38,4401,3300,8151
2026-05-12T19:59:38,4401,3300,8151
2026-05-12T19:59:39,4401,3300,8151
2026-05-12T19:59:39,4401,3300,8151
2026-05-12T19:59:40,4401,3300,8151
2026-05-12T19:59:40,4401,3300,8151
2026-05-12T19:59:41,4401,3300,8151
2026-05-12T19:59:41,4401,3300,8151
2026-05-12T19:59:42,4401,3300,8151
2026-05-12T19:59:42,4401,3300,8151
2026-05-12T19:59:43,4401,3300,8151
2026-05-12T19:59:43,4401,3300,8151
2026-05-12T19:59:44,4401,3300,8151
2026-05-12T19:59:44,4401,3300,8151
2026-05-12T19:59:45,4401,3300,8151
2026-05-12T19:59:45,4401,3300,8151
2026-05-12T19:59:46,4401,3300,8151
2026-05-12T19:59:46,4401,3300,8151
2026-05-12T19:59:47,4401,3300,8151
2026-05-12T19:59:47,4401,3300,8151
2026-05-12T19:59:48,4401,3300,8151
2026-05-12T19:59:48,4401,3300,8151
2026-05-12T19:59:49,4401,3300,8151
2026-05-12T19:59:49,4401,3300,8151
2026-05-12T19:59:50,4401,3300,8151
2026-05-12T19:59:51,4401,3300,8151
2026-05-12T19:59:51,4401,3300,8151
2026-05-12T19:59:52,4401,3300,8151
2026-05-12T19:59:52,4401,3300,8151
2026-05-12T19:59:53,4401,3300,8151
2026-05-12T19:59:53,4401,3300,8151
2026-05-12T19:59:54,4401,3300,8151
2026-05-12T19:59:54,4403,3298,8151
