model,gpu,layer,tensor_type,group_index,lower_threshold,upper_threshold,width,abs_max
OPT-2.7B,RTX 5060,26,key,2,0.011118844891270848,0.011120092784259336,1.2478929884880696e-06,0.011120092784259336
OPT-2.7B,RTX 5060,27,key,0,-4.5854942375886525,4.552775930851064,9.138270168439718,4.5854942375886525
OPT-2.7B,RTX 5060,27,key,1,-0.32281277703900707,0.09345651180186171,0.4162692888408688,0.32281277703900707
OPT-2.7B,RTX 5060,27,key,2,-0.1156404102947695,-0.11563954454787234,8.657468971579041e-07,0.1156404102947695
OPT-2.7B,RTX 5060,28,key,0,-5.160987367021277,4.936502659574468,10.097490026595745,5.160987367021277
OPT-2.7B,RTX 5060,28,key,1,-0.29362498614804966,0.20188351894946807,0.49550850509751776,0.29362498614804966
OPT-2.7B,RTX 5060,28,key,2,-0.04606455268589317,-0.04606249653701241,2.0561488807621653e-06,0.04606455268589317
OPT-2.7B,RTX 5060,29,key,0,-6.698221409574468,6.605967420212766,13.304188829787233,6.698221409574468
OPT-2.7B,RTX 5060,29,key,1,-0.43864624889184395,0.4757937167553192,0.9144399656471631,0.4757937167553192
OPT-2.7B,RTX 5060,29,key,2,0.02161028706435616,0.021612721977504433,2.4349131482713504e-06,0.021612721977504433
OPT-2.7B,RTX 5060,30,key,0,-7.726451684397163,7.819703014184397,15.54615469858156,7.819703014184397
OPT-2.7B,RTX 5060,30,key,1,-0.8962835217198581,0.7269780585106383,1.6232615802304964,0.8962835217198581
OPT-2.7B,RTX 5060,30,key,2,-0.09973902059785018,-0.09973252749612145,6.493101728732853e-06,0.09973902059785018
OPT-2.7B,RTX 5060,31,key,0,-8.50886524822695,8.62854609929078,17.13741134751773,8.62854609929078
OPT-2.7B,RTX 5060,31,key,1,-1.303870234929078,1.3016192929964538,2.605489527925532,1.303870234929078
OPT-2.7B,RTX 5060,31,key,2,0.006423442076283989,0.006432691364423603,9.249288139613968e-06,0.006432691364423603
OPT-2.7B,RTX 5060,0,value,0,-0.567552498891844,0.5699558122783688,1.1375083111702127,0.5699558122783688
OPT-2.7B,RTX 5060,0,value,1,-0.01621971400916999,0.01819226420517509,0.03441197821434508,0.01819226420517509
OPT-2.7B,RTX 5060,0,value,2,0.0009884005742715606,0.0009884986471622548,9.807289069415671e-08,0.0009884986471622548
OPT-2.7B,RTX 5060,1,value,0,-0.253385936114805,0.25081553357712766,0.5042014696919326,0.253385936114805
OPT-2.7B,RTX 5060,1,value,1,-0.0064387761109264184,0.005251160750152371,0.01168993686107879,0.0064387761109264184
OPT-2.7B,RTX 5060,1,value,2,-0.000594781645646332,-0.0005947516319599557,3.001368637628975e-08,0.000594781645646332
OPT-2.7B,RTX 5060,2,value,0,-0.2834992104388298,0.28304988779920215,0.5665490982380319,0.2834992104388298
OPT-2.7B,RTX 5060,2,value,1,-0.004669297671487146,0.007219842139710771,0.011889139811197918,0.007219842139710771
OPT-2.7B,RTX 5060,2,value,2,0.0012681501131531195,0.0012681704040960217,2.0290942902246797e-08,0.0012681704040960217
OPT-2.7B,RTX 5060,3,value,0,-0.32013069315159576,0.3180996509308511,0.6382303440824468,0.32013069315159576
OPT-2.7B,RTX 5060,3,value,1,-0.006720306180047651,0.0065354151083222515,0.013255721288369902,0.006720306180047651
OPT-2.7B,RTX 5060,3,value,2,-8.746368665221736e-05,-8.742056839855004e-05,4.31182536673151e-08,8.746368665221736e-05
OPT-2.7B,RTX 5060,4,value,0,-0.4204309341755319,0.4249518644725177,0.8453827986480495,0.4249518644725177
OPT-2.7B,RTX 5060,4,value,1,-0.008400017488087323,0.008264176389004322,0.016664193877091643,0.008400017488087323
OPT-2.7B,RTX 5060,4,value,2,-7.264664832581864e-05,-7.26001482483343e-05,4.6500077484338165e-08,7.264664832581864e-05
OPT-2.7B,RTX 5060,5,value,0,-0.474519337322695,0.507807305518617,0.982326642841312,0.507807305518617
OPT-2.7B,RTX 5060,5,value,1,-0.009556330687610816,0.010790506998697916,0.02034683768630873,0.010790506998697916
OPT-2.7B,RTX 5060,5,value,2,0.0006098793753495453,0.000609927143610961,4.776826141572859e-08,0.000609927143610961
OPT-2.7B,RTX 5060,6,value,0,-0.5341433261303191,0.5670469027039007,1.10119022883422,0.5670469027039007
OPT-2.7B,RTX 5060,6,value,1,-0.009742087506233378,0.01445045200645501,0.024192539512688387,0.01445045200645501
OPT-2.7B,RTX 5060,6,value,2,0.0023473915478861925,0.002347459184362533,6.76364763406781e-08,0.002347459184362533
OPT-2.7B,RTX 5060,7,value,0,-0.615733045212766,0.5942590591755319,1.2099921043882977,0.615733045212766
OPT-2.7B,RTX 5060,7,value,1,-0.014103503937416889,0.011883350128823139,0.025986854066240028,0.014103503937416889
OPT-2.7B,RTX 5060,7,value,2,-0.0011016121992828154,-0.0011015377991588403,7.440012397504948e-08,0.0011016121992828154
OPT-2.7B,RTX 5060,8,value,0,-0.6521809895833334,0.6677921376329787,1.3199731272163122,0.6677921376329787
OPT-2.7B,RTX 5060,8,value,1,-0.015042785211657802,0.015161933628379877,0.030204718840037677,0.015161933628379877
OPT-2.7B,RTX 5060,8,value,2,5.090828482986342e-05,5.102622593548281e-05,1.1794110561939083e-07,5.102622593548281e-05
OPT-2.7B,RTX 5060,9,value,0,-0.7032808344414894,0.7199308787677305,1.42321171320922,0.7199308787677305
OPT-2.7B,RTX 5060,9,value,1,-0.01564366766747008,0.01834366169381649,0.03398732936128657,0.01834366169381649
OPT-2.7B,RTX 5060,9,value,2,0.0013421587910212524,0.0013422703912072149,1.116001859624658e-07,0.0013422703912072149
OPT-2.7B,RTX 5060,10,value,0,-0.7474443151595744,0.7512916943705674,1.4987360095301419,0.7512916943705674
OPT-2.7B,RTX 5060,10,value,1,-0.018643534775321366,0.018473523728390957,0.03711705850371232,0.018643534775321366
OPT-2.7B,RTX 5060,10,value,2,-8.879316614029255e-05,-8.86743795787189e-05,1.1878656157364659e-07,8.879316614029255e-05
OPT-2.7B,RTX 5060,11,value,0,-0.808344414893617,0.8149206283244681,1.623265043218085,0.8149206283244681
OPT-2.7B,RTX 5060,11,value,1,-0.022119508567431296,0.020888741134751775,0.043008249702183074,0.022119508567431296
OPT-2.7B,RTX 5060,11,value,2,-0.0006117275420655596,-0.0006115715554419984,1.5598662356122554e-07,0.0006117275420655596
OPT-2.7B,RTX 5060,12,value,0,-0.8696081283244681,0.8616328679078015,1.7312409962322697,0.8696081283244681
OPT-2.7B,RTX 5060,12,value,1,-0.02354009100731383,0.023091417677859043,0.04663150868517287,0.02354009100731383
OPT-2.7B,RTX 5060,12,value,2,-0.00022139828255836,-0.000221271886893198,1.2639566516198914e-07,0.00022139828255836
OPT-2.7B,RTX 5060,13,value,0,-0.8996807125443262,0.889876994680851,1.7895577072251774,0.8996807125443262
OPT-2.7B,RTX 5060,13,value,1,-0.02753508006427305,0.022027198304521278,0.04956227836879433,0.02753508006427305
OPT-2.7B,RTX 5060,13,value,2,-0.0027164702719830454,-0.0027162572170825717,2.130549004736998e-07,0.0027164702719830454
OPT-2.7B,RTX 5060,14,value,0,-0.9457834663120568,0.9437264516843972,1.8895099179964538,0.9457834663120568
OPT-2.7B,RTX 5060,14,value,1,-0.027054157662898936,0.02699658549423759,0.054050743157136524,0.027054157662898936
OPT-2.7B,RTX 5060,14,value,2,-3.342341023979458e-05,-3.327418726386753e-05,1.492229759270439e-07,3.342341023979458e-05
OPT-2.7B,RTX 5060,15,value,0,-1.01953125,1.0179590536347518,2.037490303634752,1.01953125
OPT-2.7B,RTX 5060,15,value,1,-0.02965864898465204,0.029577701649767286,0.05923635063441933,0.02965864898465204
OPT-2.7B,RTX 5060,15,value,2,-4.1278964238809356e-05,-4.1090004833032054e-05,1.8895940577730205e-07,4.1278964238809356e-05
OPT-2.7B,RTX 5060,16,value,0,-1.104332890070922,1.0987297761524824,2.2030626662234045,1.104332890070922
OPT-2.7B,RTX 5060,16,value,1,-0.03244916767093307,0.03502985095301418,0.06747901862394726,0.03502985095301418
OPT-2.7B,RTX 5060,16,value,2,0.0012727384026168932,0.0012729138347274023,1.754321105090946e-07,0.0012729138347274023
OPT-2.7B,RTX 5060,17,value,0,-1.2510250443262412,1.2814162234042554,2.532441267730497,1.2814162234042554
OPT-2.7B,RTX 5060,17,value,1,-0.033313615947750445,0.044093138782690604,0.07740675473044105,0.044093138782690604
OPT-2.7B,RTX 5060,17,value,2,0.005240589168900293,0.005240859714805657,2.7054590536357975e-07,0.005240859714805657
OPT-2.7B,RTX 5060,18,value,0,-1.435886247783688,1.4406236148049645,2.8765098625886525,1.4406236148049645
OPT-2.7B,RTX 5060,18,value,1,-0.044437273174312945,0.044629685422207445,0.08906695859652039,0.044629685422207445
OPT-2.7B,RTX 5060,18,value,2,8.547136969600163e-05,8.582392482892841e-05,3.5255513292678205e-07,8.582392482892841e-05
OPT-2.7B,RTX 5060,19,value,0,-1.4721922096631206,1.4882881759751774,2.9604803856382977,1.4882881759751774
OPT-2.7B,RTX 5060,19,value,1,-0.04204802817486702,0.051045086366910464,0.09309311454177749,0.051045086366910464
OPT-2.7B,RTX 5060,19,value,2,0.004386837600816226,0.004387101383073955,2.637822577294252e-07,0.004387101383073955
OPT-2.7B,RTX 5060,20,value,0,-1.6033216976950355,1.6210383421985815,3.224360039893617,1.6210383421985815
OPT-2.7B,RTX 5060,20,value,1,-0.050188429812167555,0.05328087772883422,0.10346930754100178,0.05328087772883422
OPT-2.7B,RTX 5060,20,value,2,0.0014927378782989287,0.0014930392833466225,3.0140504769381356e-07,0.0014930392833466225
OPT-2.7B,RTX 5060,21,value,0,-1.7979069703014185,1.7665600066489362,3.5644669769503547,1.7979069703014185
OPT-2.7B,RTX 5060,21,value,1,-0.05872577640181738,0.05496150889295213,0.11368728529476951,0.05872577640181738
OPT-2.7B,RTX 5060,21,value,2,-0.0018096515472899091,-0.0018093015285248451,3.500187650640283e-07,0.0018096515472899091
OPT-2.7B,RTX 5060,22,value,0,-1.8889696919326242,1.857054798315603,3.746024490248227,1.8889696919326242
OPT-2.7B,RTX 5060,22,value,1,-0.05534611695201684,0.0626289962876773,0.11797511323969415,0.0626289962876773
OPT-2.7B,RTX 5060,22,value,2,0.0035197844742037724,0.003520232988587508,4.4851438373580757e-07,0.003520232988587508
OPT-2.7B,RTX 5060,23,value,0,-1.9565602836879432,1.9570451019503545,3.9136053856382977,1.9570451019503545
OPT-2.7B,RTX 5060,23,value,1,-0.05966619396886082,0.06663459074412677,0.12630078471298758,0.06663459074412677
OPT-2.7B,RTX 5060,23,value,2,0.003384806162922095,0.0033850800906512755,2.73927729180657e-07,0.0033850800906512755
OPT-2.7B,RTX 5060,24,value,0,-1.9836546985815602,2.0072168661347516,3.9908715647163118,2.0072168661347516
OPT-2.7B,RTX 5060,24,value,1,-0.060997279823249116,0.06774880700077571,0.12874608682402483,0.06774880700077571
OPT-2.7B,RTX 5060,24,value,2,0.0032798237834416382,0.003280230025027661,4.062415860225585e-07,0.003280230025027661
OPT-2.7B,RTX 5060,25,value,0,-2.2646138076241136,2.2734929078014185,4.538106715425532,2.2734929078014185
OPT-2.7B,RTX 5060,25,value,1,-0.06998091893838652,0.07691555158466312,0.14689647052304966,0.07691555158466312
OPT-2.7B,RTX 5060,25,value,2,0.0033578779680509094,0.0033583446597376613,4.666916867518932e-07,0.0033583446597376613
OPT-2.7B,RTX 5060,26,value,0,-2.2813054078014185,2.295309729609929,4.5766151374113475,2.295309729609929
OPT-2.7B,RTX 5060,26,value,1,-0.07119318103113918,0.07472607768173758,0.14591925871287675,0.07472607768173758
OPT-2.7B,RTX 5060,26,value,2,0.0016838092330499744,0.0016843334157416161,5.241826916417731e-07,0.0016843334157416161
OPT-2.7B,RTX 5060,27,value,0,-2.4624058067375887,2.4732103280141846,4.935616134751774,2.4732103280141846
OPT-2.7B,RTX 5060,27,value,1,-0.08187931141954788,0.07299826331172429,0.15487757473127217,0.08187931141954788
OPT-2.7B,RTX 5060,27,value,2,-0.004290501699379995,-0.004289899734740562,6.019646394336831e-07,0.004290501699379995
OPT-2.7B,RTX 5060,28,value,0,-2.413494570035461,2.3946282136524824,4.808122783687944,2.413494570035461
OPT-2.7B,RTX 5060,28,value,1,-0.07927233107546543,0.07623291015625,0.15550524123171544,0.07927233107546543
OPT-2.7B,RTX 5060,28,value,2,-0.0014578814202166619,-0.0014575064605009472,3.7495971571470214e-07,0.0014578814202166619
OPT-2.7B,RTX 5060,29,value,0,-2.7538231382978724,2.71733710106383,5.471160239361702,2.7538231382978724
OPT-2.7B,RTX 5060,29,value,1,-0.09310891442265071,0.08193471922096632,0.17504363364361702,0.09310891442265071
OPT-2.7B,RTX 5060,29,value,2,-0.005399026346544848,-0.005398445095576293,5.812509685544642e-07,0.005399026346544848
OPT-2.7B,RTX 5060,30,value,0,-2.6963236923758864,2.7324772828014185,5.428800975177305,2.7324772828014185
OPT-2.7B,RTX 5060,30,value,1,-0.08281237013796543,0.0999803475454344,0.18279271768339983,0.0999803475454344
OPT-2.7B,RTX 5060,30,value,2,0.008386928139003456,0.008387585058279917,6.569192764604298e-07,0.008387585058279917
OPT-2.7B,RTX 5060,31,value,0,-2.6650736923758864,2.7099263076241136,5.375,2.7099263076241136
OPT-2.7B,RTX 5060,31,value,1,-0.0804910862699468,0.09735020847185284,0.17784129474179966,0.09735020847185284
OPT-2.7B,RTX 5060,31,value,2,0.008278138248632985,0.008278735140536694,5.968919037091514e-07,0.008278735140536694
OPT-350M,RTX 5060,0,key,0,-0.8600675975177305,0.867935505319149,1.7280031028368796,0.867935505319149
OPT-350M,RTX 5060,0,key,1,-0.03427730046265514,0.025662144870622784,0.05993944533327793,0.03427730046265514
OPT-350M,RTX 5060,0,key,2,-0.004305535174430685,-0.004305251101230053,2.8407320063188884e-07,0.004305535174430685
OPT-350M,RTX 5060,1,key,0,-5.994708554964539,5.986064937943262,11.980773492907801,5.994708554964539
OPT-350M,RTX 5060,1,key,1,-0.13231166541999115,0.19030588569370568,0.32261755111369683,0.19030588569370568
OPT-350M,RTX 5060,1,key,2,0.029555625103889628,0.029558330562943262,2.705459053634063e-06,0.029558330562943262
OPT-350M,RTX 5060,2,key,0,-5.432125443262412,5.408687943262412,10.840813386524824,5.432125443262412
OPT-350M,RTX 5060,2,key,1,-0.11993949294935727,0.21836907136524822,0.3383085643146055,0.21836907136524822
OPT-350M,RTX 5060,2,key,2,0.049340755381482714,0.04934519233433067,4.43695284795681e-06,0.04934519233433067
OPT-350M,RTX 5060,3,key,0,-5.10796210106383,5.004571143617022,10.11253324468085,5.10796210106383
OPT-350M,RTX 5060,3,key,1,-0.1263306529809397,0.18741342531028368,0.3137440782912234,0.18741342531028368
OPT-350M,RTX 5060,3,key,2,0.030676875554078015,0.030678282392785906,1.4068387078902678e-06,0.030678282392785906
OPT-350M,RTX 5060,4,key,0,-5.311502659574468,5.192237367021277,10.503740026595745,5.311502659574468
OPT-350M,RTX 5060,4,key,1,-0.1655411957003546,0.11867615178967199,0.2842173474900266,0.1655411957003546
OPT-350M,RTX 5060,4,key,2,-0.023463147751828457,-0.02346114571212877,2.002039699688929e-06,0.023463147751828457
OPT-350M,RTX 5060,5,key,0,-5.232075576241135,5.185533023049645,10.41760859929078,5.232075576241135
OPT-350M,RTX 5060,5,key,1,-0.10460127160904255,0.14478101797983156,0.2493822895888741,0.14478101797983156
OPT-350M,RTX 5060,5,key,2,0.020212836299382204,0.0202143243018617,1.4880024794966529e-06,0.0202143243018617
OPT-350M,RTX 5060,6,key,0,-6.428523936170213,6.214206560283688,12.6427304964539,6.428523936170213
OPT-350M,RTX 5060,6,key,1,-0.19822746980274822,0.1566066877216312,0.3548341575243794,0.19822746980274822
OPT-350M,RTX 5060,6,key,2,-0.02070233500595634,-0.02069973776526485,2.59724069148759e-06,0.02070233500595634
OPT-350M,RTX 5060,7,key,0,-5.972074468085107,5.8124722960992905,11.784546764184398,5.972074468085107
OPT-350M,RTX 5060,7,key,1,-0.18957692680629432,0.17021796043882978,0.3597948872451241,0.18957692680629432
OPT-350M,RTX 5060,7,key,2,-0.00974600112184565,-0.009742908866692943,3.092255152707668e-06,0.00974600112184565
OPT-350M,RTX 5060,8,key,0,-5.62608045212766,5.666722074468085,11.292802526595745,5.666722074468085
OPT-350M,RTX 5060,8,key,1,-0.19948799728501773,0.19951743267952127,0.399005429964539,0.19951743267952127
OPT-350M,RTX 5060,8,key,2,-0.00010842253975834407,-0.00010521192077203846,3.2106189863056165e-06,0.00010842253975834407
OPT-350M,RTX 5060,9,key,0,-5.479000443262412,5.247645168439717,10.726645611702128,5.479000443262412
OPT-350M,RTX 5060,9,key,1,-0.16568577543218085,0.13430418190381205,0.2999899573359929,0.16568577543218085
OPT-350M,RTX 5060,9,key,2,-0.015668882545849954,-0.015667313379598848,1.5691662511065074e-06,0.015668882545849954
OPT-350M,RTX 5060,10,key,0,-3.9721437278368796,4.0116910460992905,7.98383477393617,4.0116910460992905
OPT-350M,RTX 5060,10,key,1,-0.11952718098958333,0.14434944315159576,0.2638766241411791,0.14434944315159576
OPT-350M,RTX 5060,10,key,2,0.012418682693589663,0.012421252879690616,2.5701861009527066e-06,0.012421252879690616
OPT-350M,RTX 5060,11,key,0,-3.826698249113475,3.8499833776595747,7.67668162677305,3.8499833776595747
OPT-350M,RTX 5060,11,key,1,-0.07299674825465426,0.17140143644725178,0.24439818470190605,0.17140143644725178
OPT-350M,RTX 5060,11,key,2,0.04914888422539894,0.04915137324772828,2.4890223293411173e-06,0.04915137324772828
OPT-350M,RTX 5060,12,key,0,-3.5393256870567376,3.4846104831560285,7.023936170212766,3.5393256870567376
OPT-350M,RTX 5060,12,key,1,-0.09102506164117907,0.1441135271221188,0.23513858876329788,0.1441135271221188
OPT-350M,RTX 5060,12,key,2,0.026620797231687723,0.026623286254017067,2.4890223293445868e-06,0.026623286254017067
OPT-350M,RTX 5060,13,key,0,-3.59233710106383,3.65288397606383,7.24522107712766,3.65288397606383
OPT-350M,RTX 5060,13,key,1,-0.11476773742242907,0.13303932568705673,0.2478070631094858,0.13303932568705673
OPT-350M,RTX 5060,13,key,2,0.009173371690384884,0.00917476035178976,1.3886614048750495e-06,0.00917476035178976
OPT-350M,RTX 5060,14,key,0,-3.2241522606382977,3.2508311170212765,6.474983377659575,3.2508311170212765
OPT-350M,RTX 5060,14,key,1,-0.13572443968860815,0.08473714192708333,0.22046158161569146,0.13572443968860815
OPT-350M,RTX 5060,14,key,2,-0.02555365596257203,-0.02555208679632092,1.5691662511099769e-06,0.02555365596257203
OPT-350M,RTX 5060,15,key,0,-3.258879100177305,3.356396830673759,6.615275930851064,3.356396830673759
OPT-350M,RTX 5060,15,key,1,-0.09751556612921099,0.1293923668827571,0.2269079330119681,0.1293923668827571
OPT-350M,RTX 5060,15,key,2,0.01591257169737038,0.01591401404522835,1.4423478579689286e-06,0.01591401404522835
OPT-350M,RTX 5060,16,key,0,-3.3433344414893615,3.240566821808511,6.583901263297872,3.3433344414893615
OPT-350M,RTX 5060,16,key,1,-0.13503920101950354,0.08752354831560284,0.2225627493351064,0.13503920101950354
OPT-350M,RTX 5060,16,key,2,-0.023773680342004656,-0.02377178652066711,1.8938213375459256e-06,0.023773680342004656
OPT-350M,RTX 5060,17,key,0,-3.399642619680851,3.3250221631205674,6.724664782801419,3.399642619680851
OPT-350M,RTX 5060,17,key,1,-0.1340591755319149,0.09226740843860816,0.22632658397052308,0.1340591755319149
OPT-350M,RTX 5060,17,key,2,-0.020841847920248693,-0.020840034417226806,1.8135030218878467e-06,0.020841847920248693
OPT-350M,RTX 5060,18,key,0,-3.4018727836879434,3.3770085328014185,6.778881316489362,3.4018727836879434
OPT-350M,RTX 5060,18,key,1,-0.12164393215314716,0.1064829724900266,0.22812690464317376,0.12164393215314716
OPT-350M,RTX 5060,18,key,2,-0.00746568001753895,-0.007464194128699336,1.4858888396137443e-06,0.00746568001753895
OPT-350M,RTX 5060,19,key,0,-3.732089428191489,3.8528507313829787,7.584940159574468,3.8528507313829787
OPT-350M,RTX 5060,19,key,1,-0.09303705743018617,0.1580646054964539,0.25110166292664005,0.1580646054964539
OPT-350M,RTX 5060,19,key,2,0.03252938580005727,0.032531537485460865,2.1516854035938393e-06,0.032531537485460865
OPT-350M,RTX 5060,20,key,0,-4.73828125,4.780862145390071,9.51914339539007,4.780862145390071
OPT-350M,RTX 5060,20,key,1,-0.18782552083333334,0.1538722261469415,0.34169774698027483,0.18782552083333334
OPT-350M,RTX 5060,20,key,2,-0.017298989262141233,-0.01729676402206962,2.225240071613427e-06,0.017298989262141233
OPT-350M,RTX 5060,21,key,0,-4.617990913120567,4.774573359929078,9.392564273049645,4.774573359929078
OPT-350M,RTX 5060,21,key,1,-0.11885839151152482,0.2030946988585993,0.3219530903701241,0.2030946988585993
OPT-350M,RTX 5060,21,key,2,0.04219682842281693,0.042199858536957006,3.030114140073481e-06,0.042199858536957006
OPT-350M,RTX 5060,22,key,0,-4.812970966312057,4.852227393617022,9.665198359929079,4.852227393617022
OPT-350M,RTX 5060,22,key,1,-0.2042071836214539,0.24308787677304963,0.4472950603945035,0.24308787677304963
OPT-350M,RTX 5060,22,key,2,0.01942471240429168,0.019428314046656833,3.601642365153035e-06,0.019428314046656833
OPT-350M,RTX 5060,23,key,0,-3.598515070921986,3.637813054078014,7.236328125,3.637813054078014
OPT-350M,RTX 5060,23,key,1,-0.09533734693594859,0.17121876385195037,0.266556110787899,0.17121876385195037
OPT-350M,RTX 5060,23,key,2,0.03785456664173316,0.037856947445700354,2.3808039671946446e-06,0.037856947445700354
OPT-350M,RTX 5060,0,value,0,-0.04733449516566933,0.04840152821642287,0.0957360233820922,0.04840152821642287
OPT-350M,RTX 5060,0,value,1,-0.0010147263817753352,0.0015566264483945589,0.002571352830169894,0.0015566264483945589
OPT-350M,RTX 5060,0,value,2,0.00027352867397010747,0.0002735515012808725,2.2827310765054752e-08,0.0002735515012808725
OPT-350M,RTX 5060,1,value,0,-1.354035073138298,1.3337004100177305,2.6877354831560285,1.354035073138298
OPT-350M,RTX 5060,1,value,1,-0.031466977816101506,0.03125043287344858,0.06271741068955008,0.031466977816101506
OPT-350M,RTX 5060,1,value,2,6.0953569750413824e-05,6.138475228708687e-05,4.311825366730426e-07,6.138475228708687e-05
OPT-350M,RTX 5060,2,value,0,-1.4511303191489362,1.46466367464539,2.9157939937943262,1.46466367464539
OPT-350M,RTX 5060,2,value,1,-0.03829068664117908,0.0332911065284242,0.07158179316960328,0.03829068664117908
OPT-350M,RTX 5060,2,value,2,-0.0024934812640467433,-0.002493036554214802,4.4470983194110775e-07,0.0024934812640467433
OPT-350M,RTX 5060,3,value,0,-1.5134156139184398,1.4952626329787233,3.008678246897163,1.5134156139184398
OPT-350M,RTX 5060,3,value,1,-0.03671946424119016,0.04125478758034131,0.07797425182153148,0.04125478758034131
OPT-350M,RTX 5060,3,value,2,0.002327733428765696,0.002328397111689791,6.63682924095018e-07,0.002328397111689791
OPT-350M,RTX 5060,4,value,0,-1.5176750886524824,1.5065381205673758,3.024213209219858,1.5176750886524824
OPT-350M,RTX 5060,4,value,1,-0.03906791091810727,0.04496732671210106,0.08403523763020833,0.04496732671210106
OPT-350M,RTX 5060,4,value,2,0.002877646726919404,0.0028784651282831287,8.184013637244601e-07,0.0028784651282831287
OPT-350M,RTX 5060,5,value,0,-1.5237491688829787,1.545330507535461,3.06907967641844,1.545330507535461
OPT-350M,RTX 5060,5,value,1,-0.04381545046542553,0.050019609167220744,0.09383505963264627,0.050019609167220744
OPT-350M,RTX 5060,5,value,2,0.0030471120320313366,0.0030478289786805496,7.169466492130093e-07,0.0030478289786805496
OPT-350M,RTX 5060,6,value,0,-1.4025446032801419,1.4068040780141844,2.8093486812943262,1.4068040780141844
OPT-350M,RTX 5060,6,value,1,-0.042946889890846635,0.04073880242963209,0.08368569232047873,0.042946889890846635
OPT-350M,RTX 5060,6,value,2,-0.0011293127181682182,-0.001128534475962321,7.782422058971554e-07,0.0011293127181682182
OPT-350M,RTX 5060,7,value,0,-1.3496370789007093,1.3775072030141844,2.7271442819148937,1.3775072030141844
OPT-350M,RTX 5060,7,value,1,-0.038376395583998225,0.04695205147384752,0.08532844705784574,0.04695205147384752
OPT-350M,RTX 5060,7,value,2,0.004233433845195364,0.004234220119232827,7.862740374628766e-07,0.004234220119232827
OPT-350M,RTX 5060,8,value,0,-1.3611965314716312,1.3407441267730495,2.7019406582446805,1.3611965314716312
OPT-350M,RTX 5060,8,value,1,-0.04539327418550532,0.040805032067265073,0.08619830625277039,0.04539327418550532
OPT-350M,RTX 5060,8,value,2,-0.0022452266503733102,-0.002244380771691072,8.458786822382672e-07,0.0022452266503733102
OPT-350M,RTX 5060,9,value,0,-1.5029643173758864,1.4958651928191489,2.9988295101950353,1.5029643173758864
OPT-350M,RTX 5060,9,value,1,-0.0445978692237367,0.05038387217420213,0.09498174139793883,0.05038387217420213
OPT-350M,RTX 5060,9,value,2,0.0028761895835822354,0.0028769597939565673,7.702103743318679e-07,0.0028769597939565673
OPT-350M,RTX 5060,10,value,0,-1.6557998116134751,1.661742298315603,3.317542109929078,1.661742298315603
OPT-350M,RTX 5060,10,value,1,-0.05291899552582004,0.05251447528812057,0.10543347081394061,0.05291899552582004
OPT-350M,RTX 5060,10,value,2,-0.0002051714464282313,-0.00020447605890585175,6.953875223795483e-07,0.0002051714464282313
OPT-350M,RTX 5060,11,value,0,-1.6187042885638299,1.6388588763297873,3.257563164893617,1.6388588763297873
OPT-350M,RTX 5060,11,value,1,-0.04731003781582447,0.0633382594331782,0.11064829724900266,0.0633382594331782
OPT-350M,RTX 5060,11,value,2,0.007772415242296584,0.00777324378913176,8.285468351756919e-07,0.00777324378913176
OPT-350M,RTX 5060,12,value,0,-1.8316780252659575,1.846271054964539,3.6779490802304964,1.846271054964539
OPT-350M,RTX 5060,12,value,1,-0.0609858086768617,0.06327094761192376,0.12425675628878546,0.06327094761192376
OPT-350M,RTX 5060,12,value,2,0.0011165797287690724,0.0011175422803729985,9.62551603926132e-07,0.0011175422803729985
OPT-350M,RTX 5060,13,value,0,-1.7361826795212767,1.7410862699468086,3.477268949468085,1.7410862699468086
OPT-350M,RTX 5060,13,value,1,-0.04995467814993351,0.06530134052249557,0.11525601867242909,0.06530134052249557
OPT-350M,RTX 5060,13,value,2,0.007372353093843933,0.007373390045571834,1.0369517279007479e-06,0.007373390045571834
OPT-350M,RTX 5060,14,value,0,-1.833464926861702,1.8460909796099292,3.679555906471631,1.8460909796099292
OPT-350M,RTX 5060,14,value,1,-0.057934267301085994,0.0652489628352172,0.1231832301363032,0.0652489628352172
OPT-350M,RTX 5060,14,value,2,0.003478296259616284,0.0034791002882287856,8.040286125017733e-07,0.0034791002882287856
OPT-350M,RTX 5060,15,value,0,-1.7984402703900708,1.7796293218085106,3.5780695921985815,1.7984402703900708
OPT-350M,RTX 5060,15,value,1,-0.060273515417220744,0.05754857705839982,0.11782209247562056,0.060273515417220744
OPT-350M,RTX 5060,15,value,2,-0.0012847210498566322,-0.001283819371081413,9.016787752191748e-07,0.0012847210498566322
OPT-350M,RTX 5060,16,value,0,-1.825652426861702,1.7849138408687943,3.6105662677304964,1.825652426861702
OPT-350M,RTX 5060,16,value,1,-0.06836933108931738,0.0517039197556516,0.12007325084496898,0.06836933108931738
OPT-350M,RTX 5060,16,value,2,-0.007979885483464452,-0.007979030304766715,8.551786977364223e-07,0.007979885483464452
OPT-350M,RTX 5060,17,value,0,-1.7828152703900708,1.7962862921099292,3.5791015625,1.7962862921099292
OPT-350M,RTX 5060,17,value,1,-0.056285235898714536,0.06145006545046543,0.11773530134917996,0.06145006545046543
OPT-350M,RTX 5060,17,value,2,0.0025235718869148415,0.0025244524292912045,8.80542376362984e-07,0.0025244524292912045
